Topics,Alpha,Eta,Coherence
8,0.61,0.61,-6.616766905542903
8,0.61,0.9099999999999999,-7.657402265489491
8,0.61,symmetric,-3.0229029018037514
8,0.9099999999999999,0.01,-2.6256111828935182
8,0.9099999999999999,0.31,-2.795762739022488
8,0.9099999999999999,0.61,-4.003628738018533
8,0.9099999999999999,0.9099999999999999,-6.156348593168595
8,0.9099999999999999,symmetric,-2.8062165281152085
8,symmetric,0.01,-2.8452169083141348
8,symmetric,0.31,-4.125780202290919
8,symmetric,0.61,-8.664032914178707
8,symmetric,0.9099999999999999,-12.486613455688577
8,symmetric,symmetric,-3.472897525924364
8,asymmetric,0.01,-3.3641450541008515
8,asymmetric,0.31,-5.931262369472607
8,asymmetric,0.61,-9.364066863013557
8,asymmetric,0.9099999999999999,-12.851406206119696
8,asymmetric,symmetric,-4.63746586667808
9,0.01,0.01,-3.802484165893331
9,0.01,0.31,-8.039440611953156
9,0.01,0.61,-10.165515337002274
9,0.01,0.9099999999999999,-10.579876735133404
9,0.01,symmetric,-4.699005596987814
9,0.31,0.01,-2.855634764269057
9,0.31,0.31,-4.271025088137466
9,0.31,0.61,-9.291201331107281
9,0.31,0.9099999999999999,-10.170535815931055
9,0.31,symmetric,-3.330239259155393
9,0.61,0.01,-2.664338995654038
9,0.61,0.31,-3.476082082135536
9,0.61,0.61,-7.153809838496432
9,0.61,0.9099999999999999,-8.214855752663135
9,0.61,symmetric,-3.006243529145122
9,0.9099999999999999,0.01,-2.65595611167083
9,0.9099999999999999,0.31,-2.9273854937990063
9,0.9099999999999999,0.61,-4.702582781643286
9,0.9099999999999999,0.9099999999999999,-8.422518670985532
9,0.9099999999999999,symmetric,-2.7666696479356574
9,symmetric,0.01,-2.976235771000583
9,symmetric,0.31,-6.40148041051963
9,symmetric,0.61,-9.734358682761751
9,symmetric,0.9099999999999999,-11.18543355852653
9,symmetric,symmetric,-4.7090751794065016
9,asymmetric,0.01,-3.355034657786031
9,asymmetric,0.31,-7.230450536435324
9,asymmetric,0.61,-12.846019931455386
9,asymmetric,0.9099999999999999,-12.205452472763175
9,asymmetric,symmetric,-4.781821748578425
