Topics,Alpha,Eta,Coherence
7,symmetric,symmetric,-6.6772443123686385
7,asymmetric,0.01,-4.650205832406576
7,asymmetric,0.31,-11.038352064770612
7,asymmetric,0.61,-10.636901941567482
7,asymmetric,0.9099999999999999,-11.754893376004276
7,asymmetric,symmetric,-7.880926348529611
8,0.01,0.01,-4.465526010298481
8,0.01,0.31,-11.947448039226227
8,0.01,0.61,-10.889658462099572
8,0.01,0.9099999999999999,-4.885164921636921
8,0.01,symmetric,-7.680784237955455
8,0.31,0.01,-3.8009102439572846
8,0.31,0.31,-9.98620716234915
8,0.31,0.61,-12.455731271518463
8,0.31,0.9099999999999999,-13.334225906331778
8,0.31,symmetric,-7.102221393972566
8,0.61,0.01,-3.1646414154959297
8,0.61,0.31,-8.78648508982776
8,0.61,0.61,-11.651582443154869
8,0.61,0.9099999999999999,-13.034245256798421
8,0.61,symmetric,-4.892554527814468
8,0.9099999999999999,0.01,-3.2797731042225298
8,0.9099999999999999,0.31,-6.819731395093678
8,0.9099999999999999,0.61,-10.913325482539157
8,0.9099999999999999,0.9099999999999999,-13.048407887904762
8,0.9099999999999999,symmetric,-4.279494914834333
8,symmetric,0.01,-4.199866941279049
8,symmetric,0.31,-10.992843117007972
8,symmetric,0.61,-11.064728777207716
8,symmetric,0.9099999999999999,-12.394352296943998
8,symmetric,symmetric,-7.735325755017525
8,asymmetric,0.01,-4.627104950745561
8,asymmetric,0.31,-9.637193961136852
8,asymmetric,0.61,-12.217975814712563
8,asymmetric,0.9099999999999999,-10.43827368533154
8,asymmetric,symmetric,-7.8949351337447435
9,0.01,0.01,-4.143400234404261
9,0.01,0.31,-10.112447625803886
9,0.01,0.61,-11.97159448008815
9,0.01,0.9099999999999999,-13.124609922456791
9,0.01,symmetric,-7.284982619060581
9,0.31,0.01,-4.012313926724937
9,0.31,0.31,-10.569898654807389
9,0.31,0.61,-13.052430232978805
9,0.31,0.9099999999999999,-12.279112183057572
9,0.31,symmetric,-6.524105094885273
9,0.61,0.01,-3.4940855280523873
9,0.61,0.31,-8.973520434372668
9,0.61,0.61,-11.998297132583081
9,0.61,0.9099999999999999,-13.975923449471258
9,0.61,symmetric,-6.164166370426197
9,0.9099999999999999,0.01,-3.388303489284208
9,0.9099999999999999,0.31,-7.453339743576216
9,0.9099999999999999,0.61,-11.201647376400677
9,0.9099999999999999,0.9099999999999999,-13.638819550236317
9,0.9099999999999999,symmetric,-4.803237172917479
9,symmetric,0.01,-4.5546852139565885
9,symmetric,0.31,-12.612045545619319
9,symmetric,0.61,-12.509827123005731
9,symmetric,0.9099999999999999,-12.469111810868192
9,symmetric,symmetric,-7.879501682782095
9,asymmetric,0.01,-4.691854576174575
9,asymmetric,0.31,-11.503795360902707
9,asymmetric,0.61,-12.612772337702582
9,asymmetric,0.9099999999999999,-12.51014881664491
9,asymmetric,symmetric,-8.305584781597178
